UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
176938,R,12050,R,0,R,397,A,.,R,12050,Z,0,R,397,A,.,R,12050,Z,0,R,397,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10980,R,1200,R,12180,R,10310,R,1156,R,11466,R,11756,R,0,R,11756,R,12050,R,0,R,12050,.,.,R,10980,R,1200,R,12180,R,10310,R,1156,R,11466,R,11756,R,0,R,11756,R,12050,R,0,R,12050,.,.,R,10980,R,1200,R,12180,R,10310,R,1156,R,11466,R,11756,R,0,R,11756,R,12050,R,0,R,12050,.,.,R,1200,R,1200,R,1400,R,1400,R,5032,R,5132,R,5284,R,5392,R,960,R,1000,R,1000,R,1000,R,5032,R,5132,R,5284,R,5300,R,1000,R,1000,R,1000,R,1000,R,960,R,1000,R,1000,R,1000,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
176947,R,19400,R,730,R,185,A,.,R,19400,R,730,R,185,A,.,R,19400,R,730,R,185,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,17250,R,730,R,17980,R,17940,R,730,R,18670,R,18660,R,730,R,19390,R,19400,R,730,R,20130,.,.,R,17250,R,730,R,17980,R,17940,R,730,R,18670,R,18660,R,730,R,19390,R,19400,R,730,R,20130,.,.,R,17250,R,730,R,17980,R,17940,R,730,R,18670,R,18660,R,730,R,19390,R,19400,R,730,R,20130,.,.,R,900,R,900,R,1000,R,1000,R,6000,R,6240,R,6240,R,6480,R,3050,R,3050,R,3050,R,3250,R,6000,R,6240,R,6240,R,6480,R,3050,R,3050,R,3050,R,3250,R,3050,R,3050,R,3050,R,3250,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
176965,R,6105,R,840,R,232,A,.,R,6105,R,840,R,232,A,.,R,13050,R,840,R,435,A,.,R,6330,R,672,R,292,R,6330,R,672,R,292,R,12660,R,672,R,556,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,5859,R,726,R,6585,R,5859,R,726,R,6585,R,5859,R,726,R,6585,R,6105,R,840,R,6945,.,.,R,5859,R,726,R,6585,R,5859,R,726,R,6585,R,5859,R,726,R,6585,R,6105,R,840,R,6945,.,.,R,11718,R,726,R,12444,R,11718,R,726,R,12444,R,11718,R,726,R,12444,R,13050,R,840,R,13890,.,.,R,700,R,750,R,800,R,900,R,6320,R,6320,R,6320,R,7094,R,2500,R,2600,R,2700,R,2800,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177038,R,7704,R,420,R,214,A,.,R,7704,R,420,R,214,A,.,R,7704,R,420,R,214,A,.,R,7164,R,420,R,398,R,7164,R,420,R,398,R,7164,R,420,R,398,R,27450,R,420,R,27450,R,420,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,Y,.,R,7518,R,390,R,7908,R,7842,R,390,R,8232,R,7740,R,390,R,8130,R,7704,R,420,R,8124,.,.,R,7518,R,390,R,7908,R,7842,R,390,R,8232,R,7740,R,390,R,8130,R,7704,R,420,R,8124,.,.,R,7518,R,390,R,7908,R,7842,R,390,R,8232,R,7740,R,390,R,8130,R,7704,R,420,R,8124,.,.,R,1260,R,1260,R,1323,R,1590,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14787,R,16003,R,16585,R,16446,R,9765,R,9306,R,10242,R,10905,R,9765,R,9306,R,10242,R,10549,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177065,R,5679,R,0,R,218,A,.,R,5679,Z,0,R,218,A,.,R,5679,Z,0,R,218,A,.,R,5892,R,0,R,309,R,5892,Z,0,R,309,R,5892,Z,0,R,309,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13686,R,0,R,13686,R,14576,R,0,R,14576,R,7016,R,0,R,7016,R,6034,R,0,R,6034,.,.,R,13686,R,0,R,13686,R,14576,R,0,R,14576,R,7016,R,0,R,7016,R,6034,R,0,R,6034,.,.,R,13686,R,0,R,13686,R,14576,R,0,R,14576,R,7016,R,0,R,7016,R,6034,R,0,R,6034,.,.,R,772,R,800,R,856,R,880,R,5338,R,5898,R,6074,R,6254,R,7120,R,7824,R,8384,R,8412,R,7416,R,7516,R,7720,R,7464,R,7120,R,7824,R,8384,R,8412,R,7120,R,7824,R,8384,R,8412,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177083,R,16860,R,200,R,200,A,.,R,16860,R,200,R,200,A,.,R,16860,R,200,R,200,A,.,R,16860,R,200,A,.,R,16860,R,200,A,.,R,16860,R,200,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14704,R,200,R,14904,R,15586,R,200,R,15786,R,16210,R,200,R,16410,R,16860,R,200,R,17060,.,.,R,14704,R,200,R,14904,R,15586,R,200,R,15786,R,16210,R,200,R,16410,R,16860,R,200,R,17060,.,.,R,14704,R,200,R,14904,R,15586,R,200,R,15786,R,16210,R,200,R,16410,R,16860,R,200,R,17060,.,.,R,650,R,650,R,650,R,650,R,8736,R,9362,R,9736,R,10126,R,1850,R,1850,R,1850,R,1850,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177092,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,22140,R,105,R,615,R,22140,R,105,R,615,R,22140,R,105,R,615,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177117,R,15200,R,700,R,175,A,.,R,15200,R,700,R,175,A,.,R,15200,R,700,R,175,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,13200,R,760,R,13960,R,13800,R,700,R,14500,R,14400,R,700,R,15100,R,15200,R,700,R,15900,.,.,R,13200,R,760,R,13960,R,13800,R,700,R,14500,R,14400,R,700,R,15100,R,15200,R,700,R,15900,.,.,R,13200,R,760,R,13960,R,13800,R,700,R,14500,R,14400,R,700,R,15100,R,15200,R,700,R,15900,.,.,R,800,R,1000,R,1000,R,1000,R,5400,R,5800,R,6000,R,6000,R,900,R,900,R,1000,R,1215,R,6500,R,6500,R,6700,R,6700,R,900,R,900,R,1000,R,1200,R,1900,R,1900,R,1900,R,1900,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177126,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,12480,R,60,R,480,R,12480,R,60,R,480,R,12480,R,60,R,480,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177135,R,1752,R,288,R,73,A,.,R,2400,R,288,R,100,A,.,R,3072,R,288,R,128,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1632,R,288,R,1920,R,1632,R,288,R,1920,R,1632,R,288,R,1920,R,1752,R,288,R,2040,.,.,R,2280,R,288,R,2568,R,2280,R,288,R,2568,R,2280,R,288,R,2568,R,2400,R,288,R,2688,.,.,R,2976,R,288,R,3264,R,2976,R,288,R,3264,R,2976,R,288,R,3264,R,3072,R,288,R,3360,.,.,R,800,R,800,R,800,R,800,R,3870,R,3870,R,4000,R,4000,R,2185,R,2185,R,2185,R,2246,R,6974,R,6974,R,6974,R,7169,R,3315,R,3315,R,3315,R,3408,R,3315,R,3315,R,3315,R,3408,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177144,R,22250,R,300,R,515,A,.,R,22250,R,300,R,515,A,.,R,22250,R,300,R,515,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,21500,R,250,R,21750,R,22250,R,300,R,22550,R,22250,R,300,R,22550,R,22250,R,300,R,22550,.,.,R,21500,R,250,R,21750,R,22250,R,300,R,22550,R,22250,R,300,R,22550,R,22250,R,300,R,22550,.,.,R,21500,R,250,R,21750,R,22250,R,300,R,22550,R,22250,R,300,R,22550,R,22250,R,300,R,22550,.,.,R,1000,R,1000,R,1000,R,1000,R,7200,R,7400,R,7400,R,7600,R,2900,R,2780,R,2780,R,2780,R,7600,R,7700,R,7700,R,7700,R,3600,R,3700,R,3700,R,4060,R,3590,R,3770,R,3770,R,4240,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177162,R,15294,R,80,R,597,A,.,R,15294,R,80,R,597,A,.,R,15294,R,80,R,597,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14012,R,280,R,14292,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,14012,R,280,R,14292,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,14012,R,280,R,14292,R,14532,R,60,R,14592,R,14766,R,60,R,14826,R,15128,R,60,R,15188,.,.,R,1310,R,1310,R,1310,R,1310,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10158,R,10212,R,10422,R,10193,R,5848,R,5792,R,6230,R,5703,R,5848,R,5792,R,6230,R,5703,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177214,R,20500,R,543,R,685,A,.,R,20500,R,543,R,685,A,.,R,20500,R,543,R,685,A,.,R,15432,R,250,R,643,R,15432,R,250,R,643,R,15432,R,250,R,643,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,17900,R,385,R,18285,R,18600,R,415,R,19015,R,19325,R,529,R,19854,R,20500,R,543,R,21043,.,.,R,17900,R,385,R,18285,R,18600,R,415,R,19015,R,19325,R,529,R,19854,R,20500,R,543,R,21043,.,.,R,17900,R,385,R,18285,R,18600,R,415,R,19015,R,19325,R,529,R,19854,R,20500,R,543,R,21043,.,.,R,1200,R,1200,R,1200,R,1200,R,6384,R,6454,R,6948,R,7466,R,3200,R,3200,R,3200,R,3200,R,4972,R,4972,R,5220,R,5220,R,3200,R,3200,R,3200,R,3200,R,3200,R,3200,R,3200,R,3200,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177250,R,1584,R,240,R,66,A,.,R,2256,R,240,R,94,A,.,R,3384,R,240,R,141,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,1464,R,240,R,1704,R,1464,R,240,R,1704,R,1464,R,240,R,1704,R,1584,R,240,R,1824,.,.,R,2088,R,240,R,2328,R,2088,R,240,R,2328,R,2088,R,240,R,2328,R,2256,R,240,R,2496,.,.,R,3144,R,240,R,3384,R,3144,R,240,R,3384,R,3144,R,240,R,3384,R,3384,R,240,R,3624,.,.,R,800,R,800,R,1000,R,1000,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,9886,R,9900,R,10160,R,10420,R,3164,R,3240,R,3324,R,3407,R,4979,R,5100,R,5234,R,5367,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177278,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11950,R,575,R,455,R,11950,R,575,R,455,R,11950,R,575,R,455,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177302,R,13125,R,345,A,.,A,.,R,13125,R,345,A,.,A,.,R,13125,R,345,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11470,R,365,R,11835,R,14730,R,415,R,15145,R,13350,R,350,R,13700,R,13125,R,345,R,13470,0,0,R,11470,R,365,R,11835,R,14730,R,415,R,15145,R,13350,R,350,R,13700,R,13125,R,345,R,13470,0,0,R,11470,R,365,R,11835,R,14730,R,415,R,15145,R,13350,R,350,R,13700,R,13125,R,345,R,13470,0,0,R,754,R,1040,R,1429,R,1663,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6624,R,6633,R,6813,R,6912,R,3276,R,3276,R,3366,R,3411,R,3276,R,3276,R,3366,R,3411,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177339,R,16910,R,1090,R,705,A,.,R,16910,R,1090,R,705,A,.,R,16910,R,1090,R,705,A,.,R,4734,R,338,R,295,R,4734,R,338,R,295,R,4734,R,338,R,295,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,14200,R,860,R,15060,R,15050,R,950,R,16000,R,15950,R,1040,R,16990,R,16910,R,1090,R,18000,.,.,R,14200,R,860,R,15060,R,15050,R,950,R,16000,R,15950,R,1040,R,16990,R,16910,R,1090,R,18000,.,.,R,14200,R,860,R,15060,R,15050,R,950,R,16000,R,15950,R,1040,R,16990,R,16910,R,1090,R,18000,.,.,R,1580,R,1500,R,1500,R,1000,R,5410,R,5730,R,6000,R,6310,R,5000,R,4600,R,7330,R,5396,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177418,R,20860,R,360,R,558,A,.,R,20860,R,360,R,558,A,.,R,20860,R,360,R,558,A,.,R,10890,R,324,R,605,R,10890,R,324,R,605,R,10890,R,324,R,605,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,19000,R,320,R,19320,R,19475,R,320,R,19795,R,20060,R,320,R,20380,R,20860,R,360,R,21220,.,.,R,19000,R,320,R,19320,R,19475,R,320,R,19795,R,20060,R,320,R,20380,R,20860,R,360,R,21220,.,.,R,19000,R,320,R,19320,R,19475,R,320,R,19795,R,20060,R,320,R,20380,R,20860,R,360,R,21220,.,.,R,1000,R,1000,R,1000,R,1000,R,7240,R,7500,R,8000,R,8000,R,2480,R,2180,R,2180,R,2070,R,6660,R,6660,R,6660,R,6660,R,3770,R,4020,R,4020,R,4000,R,5120,R,5470,R,5470,R,5470,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177427,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,11780,R,1050,R,495,R,11780,R,1050,R,495,R,11780,R,1050,R,495,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
177436,R,11800,R,693,R,1404,A,.,R,11800,R,693,R,1404,A,.,R,11800,R,693,R,1404,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,10078,R,571,R,10649,R,11000,R,578,R,11578,R,11500,R,693,R,12193,R,11800,R,693,R,12493,.,.,R,10078,R,571,R,10649,R,11000,R,578,R,11578,R,11500,R,693,R,12193,R,11800,R,693,R,12493,.,.,R,10078,R,571,R,10649,R,11000,R,578,R,11578,R,11500,R,693,R,12193,R,11800,R,693,R,12493,.,.,R,861,R,996,R,1023,R,1075,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,R,6974,R,6981,R,7169,R,7169,R,3315,R,3318,R,3408,R,3408,R,5772,R,5777,R,5777,R,5777,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.,A,.,A,.,A,.,A,.,.
